"tract","Name","Fraction_Married_rP_gP_pall"
6037603006,"Gardena, CA",0.3252
6037480802,"Alhambra, CA",0.3252
6037273600,"Venice, Los Angeles, CA",0.325
6037601700,"Inglewood, CA",0.3245
6037603801,"Lawndale, CA",0.3244
6037482401,"Garvey, Rosemead, CA",0.3243
6037532002,"South Montebello, Montebello, CA",0.3242
6037433501,"El Monte City, South El Monte, CA",0.3241
6037533902,"South Montebello, Bell Gardens, CA",0.324
6037215102,"Central LA, Los Angeles, CA",0.3238
6037570203,"North Long Beach, Long Beach, CA",0.3236
6037204910,"Boyle Heights, Los Angeles, CA",0.3236
6037531201,"Los Angeles, CA",0.3236
6037533901,"South Montebello, Bell Gardens, CA",0.3235
6037201301,"Montecito Heights, Los Angeles, CA",0.3234
6037554404,"Bellflower, CA",0.3233
6037554204,"Bellflower, CA",0.3233
6037203500,"Boyle Heights, Los Angeles, CA",0.3232
6037532700,"South Los Angeles, Los Angeles, CA",0.3232
6037501200,"Whittier, CA",0.3232
6037192700,"Central LA, Los Angeles, CA",0.3232
6037211310,"Central LA, Los Angeles, CA",0.3231
6037601600,"Inglewood, CA",0.3231
6037530204,"South Montebello, Montebello, CA",0.3231
6037209510,"Central LA, Los Angeles, CA",0.323
6037534406,"Cudahy, CA",0.3228
6037571703,"Addams, Long Beach, CA",0.3227
6037532101,"South Montebello, Montebello, CA",0.3227
6037224320,"Central LA, Los Angeles, CA",0.3226
6037502902,"Santa Fe Springs, CA",0.3226
6037540501,"Lynwood, CA",0.3225
6037201602,"Northeast Los Angeles, Los Angeles, CA",0.3223
6037532102,"South Montebello, Montebello, CA",0.3221
6037215101,"Central LA, Los Angeles, CA",0.3221
6037272202,"Mar Vista, Los Angeles, CA",0.322
6037501400,"Whittier, CA",0.322
6037433700,"South El Monte, CA",0.322
6037275102,"Culver City, CA",0.3218
6037502301,"Whittier, CA",0.3216
6037195400,"Silver Lake, Los Angeles, CA",0.3216
6037531504,"East Los Angeles, CA",0.321
6037211804,"Central LA, Los Angeles, CA",0.321
6037535502,"South Gate, CA",0.321
6037502602,"El Rancho, Pico Rivera, CA",0.3209
6037224020,"South Los Angeles, Los Angeles, CA",0.3207
6037532303,"South Montebello, Commerce, CA",0.3206
6037275603,"Culver City, CA",0.3206
6037603101,"Gardena, CA",0.3205
6037533202,"Huntington Park, CA",0.3204
6037199300,"Montecito Heights, Los Angeles, CA",0.3203
6037533702,"Maywood, CA",0.3198
6037533501,"Huntington Park, CA",0.3197
6037533803,"Bell, CA",0.3196
6037533603,"Bell, CA",0.3195
6037191610,"Central LA, Los Angeles, CA",0.3195
6037211201,"Central LA, Los Angeles, CA",0.3195
6037555212,"Hawaiian Gardens, CA",0.3192
6037534700,"Huntington Park, CA",0.319
6037532606,"Huntington Park, CA",0.3182
6037221820,"Jefferson, Los Angeles, CA",0.318
6037219901,"Los Angeles, CA",0.318
6037533203,"Huntington Park, CA",0.3178
6037555102,"Lakewood, CA",0.3175
6037535804,"South Gate, CA",0.3173
6037433403,"El Monte, CA",0.3172
6037603301,"Gardena, CA",0.3167
6037531702,"South Montebello, East Los Angeles, CA",0.3165
6037195803,"Silver Lake, Los Angeles, CA",0.3165
6037502003,"East Whitter, Whittier, CA",0.3163
6037533105,"Huntington Park, CA",0.3162
6037535802,"South Gate, CA",0.3159
6037201110,"Northeast Los Angeles, Los Angeles, CA",0.3155
6037534900,"South Los Angeles, Los Angeles, CA",0.3149
6037533401,"Maywood, CA",0.3148
6037216100,"Central LA, Los Angeles, CA",0.3145
6037272302,"Mar Vista, Los Angeles, CA",0.3143
6037531901,"South Montebello, East Los Angeles, CA",0.3142
6037211704,"Central LA, Los Angeles, CA",0.314
6037555211,"Hawaiian Gardens, CA",0.314
6037212305,"Central LA, Los Angeles, CA",0.3138
6037530601,"Los Angeles, CA",0.3137
6037602106,"Hawthorne, CA",0.3136
6037199120,"Montecito Heights, Los Angeles, CA",0.3132
6037201200,"Northeast Los Angeles, Los Angeles, CA",0.3131
6037433101,"El Monte City, El Monte, CA",0.3127
6037536103,"South Gate, CA",0.3125
6037204200,"Boyle Heights, Los Angeles, CA",0.3125
6037208301,"Central LA, Los Angeles, CA",0.3124
6037535501,"South Gate, CA",0.3124
6037603004,"Gardena, CA",0.3123
6037211802,"Central LA, Los Angeles, CA",0.3122
6037570204,"North Long Beach, Long Beach, CA",0.3121
6037533104,"Huntington Park, CA",0.3118
6037554105,"Bellflower, CA",0.3115
6037228420,"South Los Angeles, Los Angeles, CA",0.3113
6037531800,"South Montebello, East Los Angeles, CA",0.3112
6037543305,"Los Angeles County, CA",0.311
6037535300,"South Los Angeles, Los Angeles, CA",0.311
6037533107,"Huntington Park, CA",0.3108
6037221602,"Central LA, Los Angeles, CA",0.3105
6037191420,"Central LA, Los Angeles, CA",0.3105
6037601802,"Inglewood, CA",0.3104
6037533806,"Bell, CA",0.3101
6037267404,"Sawtelle, Los Angeles, CA",0.3101
6037544001,"Carson, CA",0.3099
6037195600,"Los Angeles, CA",0.3096
6037531000,"Los Angeles, CA",0.3094
6037291210,"Harbor, Gardena, CA",0.3094
6037603302,"Gardena, CA",0.3091
6037203710,"Boyle Heights, Los Angeles, CA",0.309
6037212202,"Central LA, Los Angeles, CA",0.3088
6037434001,"El Monte, CA",0.3081
6037553701,"Paramount, CA",0.3081
6037502402,"El Rancho, Pico Rivera, CA",0.3075
6037201501,"Northeast Los Angeles, Los Angeles, CA",0.3072
6037535901,"South Gate, CA",0.3072
6037191810,"Central LA, Los Angeles, CA",0.3072
6037226410,"South Los Angeles, Los Angeles, CA",0.3072
6037530500,"East Los Angeles, CA",0.3071
6037540300,"Lynwood, CA",0.3069
6037500404,"El Rancho, Pico Rivera, CA",0.3067
6037273700,"Venice, Los Angeles, CA",0.3067
6037532900,"South Los Angeles, Los Angeles, CA",0.3065
6037533402,"Maywood, CA",0.3065
6037199000,"Northeast Los Angeles, Los Angeles, CA",0.3065
6037197410,"Echo Park, Los Angeles, CA",0.3065
6037533300,"Maywood, CA",0.3063
6037275602,"Westchester, Los Angeles, CA",0.3063
6037602002,"Hawthorne, CA",0.3061
6037269700,"Beverlywood, Los Angeles, CA",0.306
6037534201,"South Montebello, Bell Gardens, CA",0.3059
6037534001,"South Montebello, Bell Gardens, CA",0.3059
6037201401,"Northeast Los Angeles, Los Angeles, CA",0.3058
6037570602,"Harte, Long Beach, CA",0.3058
6037500600,"El Rancho, Pico Rivera, CA",0.3054
6037531902,"South Montebello, East Los Angeles, CA",0.3052
6037534302,"Cudahy, CA",0.3051
6037534405,"Cudahy, CA",0.3049
6037212203,"Central LA, Los Angeles, CA",0.3043
6037212610,"Central LA, Los Angeles, CA",0.3042
6037551102,"Downey, CA",0.304
6037185202,"Mount Washington, Los Angeles, CA",0.3038
6037600912,"Inglewood, CA",0.3038
6037601501,"Inglewood, CA",0.3035
6037531302,"Los Angeles, CA",0.3034
6037535702,"South Gate, CA",0.3033
6037213202,"Central LA, Los Angeles, CA",0.3033
6037570301,"North Long Beach, Long Beach, CA",0.3031
6037540203,"Lynwood, CA",0.3031
6037209402,"Central LA, Los Angeles, CA",0.3027
6037201402,"Northeast Los Angeles, Los Angeles, CA",0.3023
6037533602,"Bell, CA",0.3022
6037530901,"Los Angeles, CA",0.3022
6037207502,"Downtown, Los Angeles, CA",0.302
6037269906,"Palms, Los Angeles, CA",0.3019
6037553602,"Paramount, CA",0.3019
6037228500,"South Figueroa Corridor, Los Angeles, CA",0.3019
6037207710,"Central LA, Los Angeles, CA",0.3018
6037500402,"El Rancho, Pico Rivera, CA",0.3015
6037532200,"South Montebello, Montebello, CA",0.3014
6037269800,"Castle Heights, Los Angeles, CA",0.3014
6037275500,"Culver City, CA",0.3012
6037291130,"Harbor, Gardena, CA",0.3012
6037194401,"Beverly Grove, Los Angeles, CA",0.3009
6037243000,"South Los Angeles, Los Angeles, CA",0.3003
6037570304,"North Long Beach, Long Beach, CA",0.3002
6037208402,"Central LA, Los Angeles, CA",0.3001
6037205110,"Boyle Heights, Los Angeles, CA",0.3
6037533804,"Bell, CA",0.2996
6037620201,"Manhattan Beach, CA",0.2995
6037534203,"South Montebello, Bell Gardens, CA",0.2995
6037204700,"Boyle Heights, Los Angeles, CA",0.2994
6037542106,"East Compton, CA",0.2992
6037224420,"South Los Angeles, Los Angeles, CA",0.2986
6037535701,"South Gate, CA",0.2985
6037535606,"South Gate, CA",0.2985
6037535803,"South Gate, CA",0.298
6037209104,"Central LA, Los Angeles, CA",0.2976
6037553902,"Paramount, CA",0.2976
6037199202,"Montecito Heights, Los Angeles, CA",0.2972
6037530801,"Los Angeles, CA",0.2972
6037211910,"Central LA, Los Angeles, CA",0.2971
6037216800,"Central LA, Los Angeles, CA",0.297
6037270100,"Palms, Los Angeles, CA",0.2968
6037208401,"Central LA, Los Angeles, CA",0.2968
6037239601,"South Los Angeles, Los Angeles, CA",0.2967
6037553601,"Paramount, CA",0.2966
6037206050,"Central LA, Los Angeles, CA",0.2965
6037543905,"Carson, CA",0.2963
6037533703,"Maywood, CA",0.2963
6037204120,"Central LA, Los Angeles, CA",0.2962
6037534803,"Huntington Park, CA",0.2961
6037277200,"Westchester, Los Angeles, CA",0.2961
6037206032,"Central LA, Los Angeles, CA",0.296
6037540101,"Lynwood, CA",0.296
6037269904,"Palms, Los Angeles, CA",0.2959
6037532603,"Huntington Park, CA",0.2957
6037700502,"Central LA, West Hollywood, CA",0.2956
6037536000,"South Gate, CA",0.2956
6037275200,"Los Angeles, CA",0.2956
6037530302,"South Montebello, East Los Angeles, CA",0.2953
6037192520,"Central LA, Los Angeles, CA",0.2951
6037553801,"Paramount, CA",0.2949
6037213320,"Central LA, Los Angeles, CA",0.2947
6037502302,"Whittier, CA",0.2947
6037195902,"Silver Lake, Los Angeles, CA",0.2946
6037532605,"Huntington Park, CA",0.2943
6037534502,"Huntington Park, CA",0.2942
6037203600,"Boyle Heights, Los Angeles, CA",0.2941
6037501803,"Whittier, CA",0.294
6037570202,"Hamilton, Long Beach, CA",0.294
6037204920,"Boyle Heights, Los Angeles, CA",0.2938
6037602103,"Hawthorne, CA",0.2935
6037534002,"South Montebello, Bell Gardens, CA",0.2929
6037541802,"Lynwood, CA",0.2929
6037601801,"Inglewood, CA",0.2925
6037500500,"El Rancho, Pico Rivera, CA",0.2921
6037540000,"Lynwood, CA",0.2921
6037531603,"East Los Angeles, CA",0.292
6037534202,"South Montebello, Bell Gardens, CA",0.2915
6037221210,"Central LA, Los Angeles, CA",0.2913
6037535603,"South Gate, CA",0.2911
6037531503,"East Los Angeles, CA",0.2909
6037554302,"Bellflower, CA",0.2908
6037603102,"Gardena, CA",0.2907
6037533002,"South Los Angeles, Los Angeles, CA",0.2906
6037554403,"Bellflower, CA",0.2901
6037205120,"Central LA, Los Angeles, CA",0.2897
6037570303,"North Long Beach, Long Beach, CA",0.2896
6037536104,"South Gate, CA",0.2893
6037199700,"Central LA, Los Angeles, CA",0.289
6037197500,"Echo Park, Los Angeles, CA",0.289
6037221110,"Central LA, Los Angeles, CA",0.2889
6037540202,"Lynwood, CA",0.2888
6037293202,"Harbor Gateway South, Torrance, CA",0.2888
6037221220,"Central LA, Los Angeles, CA",0.2887
6037227020,"South Los Angeles, Los Angeles, CA",0.2887
6037540502,"Lynwood, CA",0.2886
6037204600,"Boyle Heights, Los Angeles, CA",0.2884
6037208502,"Central LA, Los Angeles, CA",0.2881
6037530602,"Los Angeles, CA",0.2873
6037185320,"Northeast Los Angeles, Los Angeles, CA",0.2872
6037553502,"Paramount, CA",0.2866
6037531101,"Los Angeles, CA",0.2864
6037212900,"Central LA, Los Angeles, CA",0.2864
6037533701,"Maywood, CA",0.2863
6037535002,"South Los Angeles, Los Angeles, CA",0.286
6037208802,"Central LA, Los Angeles, CA",0.286
6037531701,"South Montebello, East Los Angeles, CA",0.2848
6037432802,"El Monte City, El Monte, CA",0.2846
6037531202,"Los Angeles, CA",0.2846
6037191410,"Central LA, Los Angeles, CA",0.2843
6037531602,"South Montebello, East Los Angeles, CA",0.2843
6037602403,"Hawthorne, CA",0.2843
6037199900,"Montecito Heights, Los Angeles, CA",0.284
6037203200,"Boyle Heights, Los Angeles, CA",0.2839
6037219800,"Los Angeles, CA",0.2838
6037239320,"South Los Angeles, Los Angeles, CA",0.2837
6037531301,"Los Angeles, CA",0.2836
6037553503,"Paramount, CA",0.2831
6037542104,"East Compton, CA",0.2831
6037532800,"South Los Angeles, Los Angeles, CA",0.2829
6037533403,"Maywood, CA",0.2829
6037541700,"Lynwood, CA",0.2826
6037602509,"Hawthorne, CA",0.2821
6037701802,"Pico, Santa Monica, CA",0.2821
6037208000,"Central LA, Los Angeles, CA",0.282
6037197420,"Echo Park, Los Angeles, CA",0.2819
6037204810,"Boyle Heights, Los Angeles, CA",0.2819
6037501804,"Whittier, CA",0.2817
6037204410,"Central LA, Los Angeles, CA",0.2817
6037195710,"Los Angeles, CA",0.2815
6037239330,"South Los Angeles, Los Angeles, CA",0.2814
6037570403,"College Square, Long Beach, CA",0.2811
6037226002,"Central LA, Los Angeles, CA",0.2805
6037212303,"Central LA, Los Angeles, CA",0.2803
6037530203,"South Montebello, Montebello, CA",0.2802
6037532400,"Vernon, CA",0.2802
6037231800,"South Figueroa Corridor, Los Angeles, CA",0.2798
6037530902,"Los Angeles, CA",0.2794
6037224010,"Central LA, Los Angeles, CA",0.2791
6037269602,"Central LA, Los Angeles, CA",0.2785
6037191710,"Central LA, Los Angeles, CA",0.2785
6037221900,"South Los Angeles, Los Angeles, CA",0.2782
6037212204,"Central LA, Los Angeles, CA",0.2777
6037533201,"Huntington Park, CA",0.2773
6037543400,"Carson, CA",0.2773
6037534804,"Huntington Park, CA",0.2767
6037218120,"Central LA, Los Angeles, CA",0.2765
6037229420,"South Los Angeles, Los Angeles, CA",0.2763
6037269905,"Palms, Los Angeles, CA",0.276
6037208902,"Central LA, Los Angeles, CA",0.2756
6037239502,"South Los Angeles, Los Angeles, CA",0.2753
6037239602,"South Los Angeles, Los Angeles, CA",0.2752
6037601301,"Inglewood, CA",0.2748
6037208302,"Central LA, Los Angeles, CA",0.2747
6037273200,"Venice, Los Angeles, CA",0.2746
6037229200,"South Los Angeles, Los Angeles, CA",0.2744
6037600911,"Inglewood, CA",0.2743
6037209810,"Central LA, Los Angeles, CA",0.2742
6037535101,"South Los Angeles, Los Angeles, CA",0.2734
6037211202,"Central LA, Los Angeles, CA",0.2733
6037534101,"South Montebello, Bell Gardens, CA",0.2733
6037213310,"Central LA, Los Angeles, CA",0.273
6037540102,"Lynwood, CA",0.2726
6037221303,"Central LA, Los Angeles, CA",0.2725
6037530700,"Los Angeles, CA",0.2723
6037535001,"South Los Angeles, Los Angeles, CA",0.272
6037228800,"Central Alameda, Los Angeles, CA",0.272
6037214503,"Central LA, Los Angeles, CA",0.2718
6037209401,"Central LA, Los Angeles, CA",0.2717
6037531604,"East Los Angeles, CA",0.2717
6037239202,"South Los Angeles, Los Angeles, CA",0.2708
6037603001,"Gardena, CA",0.2707
6037291120,"Harbor, Gardena, CA",0.2705
6037201504,"Northeast Los Angeles, Los Angeles, CA",0.2705
6037534301,"Cudahy, CA",0.2703
6037532304,"South Montebello, Commerce, CA",0.2703
6037226700,"South Los Angeles, Los Angeles, CA",0.2702
6037541801,"Lynwood, CA",0.2702
6037238310,"South Figueroa Corridor, Los Angeles, CA",0.2698
6037292000,"Harbor, Torrance, CA",0.2696
6037237500,"South Figueroa Corridor, Los Angeles, CA",0.2695
6037216700,"Central LA, Los Angeles, CA",0.2694
6037701801,"Pico, Santa Monica, CA",0.2694
6037541400,"South Los Angeles, Compton, CA",0.2691
6037534403,"Cudahy, CA",0.2689
6037204420,"Boyle Heights, Los Angeles, CA",0.2679
6037535102,"South Los Angeles, Los Angeles, CA",0.2679
6037541500,"South Los Angeles, Compton, CA",0.2678
6037221302,"Central LA, Los Angeles, CA",0.2677
6037192610,"Central LA, Los Angeles, CA",0.2675
6037207900,"Central LA, Los Angeles, CA",0.2671
6037702803,"Los Angeles, CA",0.2671
6037602404,"Hawthorne, CA",0.267
6037228210,"South Los Angeles, Los Angeles, CA",0.2668
6037602900,"Gardena, CA",0.2667
6037224200,"Central LA, Los Angeles, CA",0.2664
6037601401,"Inglewood, CA",0.266
6037203100,"Northeast Los Angeles, Los Angeles, CA",0.2658
6037273300,"Venice, Los Angeles, CA",0.2653
6037221601,"Jefferson, Los Angeles, CA",0.2651
6037231220,"South Figueroa Corridor, Los Angeles, CA",0.2648
6037219010,"South Los Angeles, Los Angeles, CA",0.2647
6037432801,"El Monte City, El Monte, CA",0.2644
6037185310,"Northeast Los Angeles, Los Angeles, CA",0.2644
6037228320,"South Los Angeles, Los Angeles, CA",0.2643
6037572500,"West Side, Long Beach, CA",0.2639
6037212502,"Central LA, Los Angeles, CA",0.2636
6037533103,"Huntington Park, CA",0.2634
6037535503,"South Gate, CA",0.2627
6037242200,"South Los Angeles, Los Angeles, CA",0.2626
6037227010,"South Los Angeles, Los Angeles, CA",0.2622
6037602003,"Inglewood, CA",0.2619
6037530400,"Monterey Park, CA",0.2617
6037210010,"Central LA, Los Angeles, CA",0.2617
6037600703,"Morningside Park, Inglewood, CA",0.2614
6037203900,"Boyle Heights, Los Angeles, CA",0.2611
6037209200,"Central LA, Los Angeles, CA",0.2608
6037204820,"Boyle Heights, Los Angeles, CA",0.2604
6037570404,"Freeway Circle, Long Beach, CA",0.26
6037226420,"South Los Angeles, Los Angeles, CA",0.2597
6037191720,"Central LA, Los Angeles, CA",0.2597
6037239310,"South Los Angeles, Los Angeles, CA",0.2588
6037228220,"South Los Angeles, Los Angeles, CA",0.2584
6037228310,"South Los Angeles, Los Angeles, CA",0.2583
6037218701,"Central LA, Los Angeles, CA",0.2582
6037231720,"South Figueroa Corridor, Los Angeles, CA",0.2581
6037229100,"Central Alameda, Los Angeles, CA",0.258
6037228900,"Central Alameda, Los Angeles, CA",0.2578
6037532302,"South Montebello, Los Angeles, CA",0.2573
6037228720,"South Los Angeles, Los Angeles, CA",0.2555
6037231600,"South Los Angeles, Los Angeles, CA",0.2554
6037542602,"Compton, CA",0.2551
6037216900,"Central LA, Los Angeles, CA",0.2549
6037195901,"Silver Lake, Los Angeles, CA",0.2544
6037232600,"South Los Angeles, Los Angeles, CA",0.2542
6037541604,"Compton, CA",0.254
6037602004,"Inglewood, CA",0.253
6037603704,"Hawthorne, CA",0.253
6037221710,"Jefferson, Los Angeles, CA",0.253
6037542601,"Compton, CA",0.2529
6037228100,"South Los Angeles, Los Angeles, CA",0.2524
6037237600,"South Figueroa Corridor, Los Angeles, CA",0.2523
6037240200,"South Los Angeles, Los Angeles, CA",0.2522
6037221500,"South Los Angeles, Los Angeles, CA",0.2519
6037231210,"South Los Angeles, Los Angeles, CA",0.2517
6037601900,"Inglewood, CA",0.2515
6037209103,"Central LA, Los Angeles, CA",0.2506
6037231100,"South Los Angeles, Los Angeles, CA",0.2505
6037228410,"South Los Angeles, Los Angeles, CA",0.2501
6037535400,"South Los Angeles, Los Angeles, CA",0.25
6037195720,"Echo Park, Los Angeles, CA",0.2496
6037542105,"Compton, CA",0.2496
6037541605,"Compton, CA",0.2495
6037209102,"Central LA, Los Angeles, CA",0.2493
6037218800,"Central LA, Los Angeles, CA",0.2493
6037239501,"South Los Angeles, Los Angeles, CA",0.249
6037239201,"South Los Angeles, Los Angeles, CA",0.2484
6037208903,"Central LA, Los Angeles, CA",0.2477
6037540400,"South Los Angeles, Los Angeles, CA",0.2477
6037219700,"Jefferson, Los Angeles, CA",0.2475
6037222200,"South Los Angeles, Los Angeles, CA",0.247
6037273502,"Venice, Los Angeles, CA",0.247
6037209403,"Central LA, Los Angeles, CA",0.2467
6037232800,"South Figueroa Corridor, Los Angeles, CA",0.2467
6037542900,"Compton, CA",0.2461
6037572400,"Upper Westside, Long Beach, CA",0.246
6037541002,"Carson, CA",0.2457
6037703001,"Fox Hills, Culver City, CA",0.2456
6037217200,"Central LA, Los Angeles, CA",0.2452
6037600502,"Inglewood, CA",0.2452
6037602104,"Hawthorne, CA",0.244
6037532604,"Huntington Park, CA",0.244
6037570402,"Coolidge Triangle, Long Beach, CA",0.2434
6037219902,"Los Angeles, CA",0.2431
6037222500,"South Los Angeles, Los Angeles, CA",0.2431
6037228600,"South Los Angeles, Los Angeles, CA",0.243
6037240010,"South Los Angeles, Los Angeles, CA",0.2428
6037222001,"Jefferson, Los Angeles, CA",0.2428
6037228710,"Central Alameda, Los Angeles, CA",0.242
6037218400,"Central LA, Los Angeles, CA",0.2417
6037229300,"South Figueroa Corridor, Los Angeles, CA",0.2411
6037232110,"South Figueroa Corridor, Los Angeles, CA",0.2409
6037231900,"South Figueroa Corridor, Los Angeles, CA",0.2409
6037218220,"Central LA, Los Angeles, CA",0.2404
6037240300,"South Los Angeles, Los Angeles, CA",0.2389
6037540901,"South Los Angeles, Los Angeles, CA",0.2381
6037236000,"Baldwin Hills, Los Angeles, CA",0.238
6037232120,"South Los Angeles, Los Angeles, CA",0.2376
6037231500,"Leimert Park, Los Angeles, CA",0.2366
6037542700,"Compton, CA",0.2365
6037541100,"Compton, CA",0.2362
6037221402,"Central LA, Los Angeles, CA",0.236
6037217100,"Central LA, Los Angeles, CA",0.236
6037221304,"Central LA, Los Angeles, CA",0.2357
6037221810,"South Los Angeles, Los Angeles, CA",0.2353
6037535200,"South Los Angeles, Los Angeles, CA",0.2349
6037601211,"Inglewood, CA",0.2347
6037603005,"Gardena, CA",0.2342
6037602105,"Hawthorne, CA",0.2341
6037224310,"Central LA, Los Angeles, CA",0.2338
6037240900,"South Los Angeles, Los Angeles, CA",0.2334
6037239701,"South Los Angeles, Los Angeles, CA",0.2321
6037224600,"South Figueroa Corridor, Los Angeles, CA",0.2319
6037542000,"Compton, CA",0.231
6037543202,"Compton, CA",0.2299
6037239802,"South Los Angeles, Los Angeles, CA",0.2296
6037234502,"South Los Angeles, Los Angeles, CA",0.2295
6037232300,"South Los Angeles, Los Angeles, CA",0.2295
6037240020,"South Los Angeles, Los Angeles, CA",0.2291
6037208720,"Central LA, Los Angeles, CA",0.2286
6037237401,"South Los Angeles, Los Angeles, CA",0.2284
6037602801,"South Los Angeles, Los Angeles, CA",0.2284
6037209820,"Central LA, Los Angeles, CA",0.2265
6037242000,"South Los Angeles, Los Angeles, CA",0.2261
6037276100,"Los Angeles, CA",0.2257
6037218300,"Central LA, Los Angeles, CA",0.2252
6037219300,"Jefferson, Los Angeles, CA",0.2251
6037543100,"Compton, CA",0.2246
6037218702,"Jefferson, Los Angeles, CA",0.2246
6037237201,"South Los Angeles, Los Angeles, CA",0.2239
6037602508,"Hawthorne, CA",0.2218
6037229410,"South Los Angeles, Los Angeles, CA",0.2209
6037277400,"Los Angeles, CA",0.2204
6037237102,"South Figueroa Corridor, Los Angeles, CA",0.22
6037601212,"Inglewood, CA",0.2199
6037242700,"South Los Angeles, Los Angeles, CA",0.2199
6037541606,"Compton, CA",0.2193
6037602504,"Hawthorne, CA",0.2192
6037242300,"South Los Angeles, Los Angeles, CA",0.2191
6037239801,"South Los Angeles, Los Angeles, CA",0.2189
6037543322,"Carson, CA",0.2183
6037601001,"Inglewood, CA",0.2183
6037241202,"South Los Angeles, Los Angeles, CA",0.2182
6037218600,"Central LA, Los Angeles, CA",0.2176
6037231300,"South Los Angeles, Los Angeles, CA",0.2175
6037541001,"Gardena, CA",0.2171
6037219500,"South Los Angeles, Los Angeles, CA",0.217
6037216200,"Central LA, Los Angeles, CA",0.2169
6037237101,"South Figueroa Corridor, Los Angeles, CA",0.2169
6037237202,"South Los Angeles, Los Angeles, CA",0.2166
6037601002,"Inglewood, CA",0.2159
6037540700,"South Los Angeles, Los Angeles, CA",0.2155
6037237720,"South Figueroa Corridor, Los Angeles, CA",0.215
6037542502,"Compton, CA",0.2149
6037542200,"Compton, CA",0.2146
6037600201,"South Los Angeles, Los Angeles, CA",0.2146
6037231710,"South Figueroa Corridor, Los Angeles, CA",0.2143
6037238320,"South Figueroa Corridor, Los Angeles, CA",0.2137
6037239702,"South Los Angeles, Los Angeles, CA",0.2135
6037218110,"Central LA, Los Angeles, CA",0.2126
6037601100,"Inglewood, CA",0.212
6037703002,"Los Angeles, CA",0.2102
6037218210,"Central LA, Los Angeles, CA",0.21
6037222002,"South Los Angeles, Los Angeles, CA",0.2099
6037240500,"South Los Angeles, Los Angeles, CA",0.2099
6037540600,"South Los Angeles, Los Angeles, CA",0.2094
6037242600,"South Los Angeles, Los Angeles, CA",0.2094
6037236400,"Baldwin Hills, Los Angeles, CA",0.2091
6037235100,"Park Mesa Heights, Los Angeles, CA",0.2088
6037570603,"North Long Beach, Long Beach, CA",0.2084
6037600304,"South Los Angeles, Los Angeles, CA",0.2083
6037237402,"South Los Angeles, Los Angeles, CA",0.2076
6037602507,"Hawthorne, CA",0.2074
6037222600,"South Los Angeles, Los Angeles, CA",0.2069
6037542401,"Compton, CA",0.2045
6037218900,"Jefferson, Los Angeles, CA",0.2044
6037218500,"Central LA, Los Angeles, CA",0.2044
6037240401,"South Los Angeles, Los Angeles, CA",0.2041
6037232700,"South Figueroa Corridor, Los Angeles, CA",0.204
6037234000,"Leimert Park, Los Angeles, CA",0.2035
6037543201,"Compton, CA",0.2029
6037232400,"South Los Angeles, Los Angeles, CA",0.2025
6037241120,"South Los Angeles, Los Angeles, CA",0.2022
6037600902,"Inglewood, CA",0.2011
6037269601,"Central LA, Los Angeles, CA",0.1999
6037234501,"South Los Angeles, Los Angeles, CA",0.199
6037602802,"South Los Angeles, Los Angeles, CA",0.1988
6037234901,"Park Mesa Heights, Los Angeles, CA",0.1985
6037240600,"South Los Angeles, Los Angeles, CA",0.1966
6037540800,"South Los Angeles, Los Angeles, CA",0.1965
6037571600,"Carmelitos, Long Beach, CA",0.1961
6037541300,"Compton, CA",0.196
6037220000,"Jefferson, Los Angeles, CA",0.195
6037602505,"Hawthorne, CA",0.1936
6037543321,"Carson, CA",0.1934
6037270300,"Central LA, Los Angeles, CA",0.1933
6037221401,"Jefferson, Los Angeles, CA",0.1908
6037600602,"Inglewood, CA",0.1902
6037222100,"South Los Angeles, Los Angeles, CA",0.1897
6037241300,"Harbor Gateway North, Los Angeles, CA",0.1893
6037542800,"Compton, CA",0.1892
6037541603,"Compton, CA",0.1887
6037237710,"South Figueroa Corridor, Los Angeles, CA",0.1873
6037600100,"South Los Angeles, Los Angeles, CA",0.1872
6037234200,"Leimert Park, Los Angeles, CA",0.1871
6037600302,"South Los Angeles, Los Angeles, CA",0.1867
6037980014,"Los Angeles County, CA",0.186
6037241001,"South Los Angeles, Los Angeles, CA",0.1858
6037232200,"South Los Angeles, Los Angeles, CA",0.1847
6037237800,"South Los Angeles, Los Angeles, CA",0.1834
6037602506,"Hawthorne, CA",0.1833
6037240700,"South Los Angeles, Los Angeles, CA",0.1826
6037234600,"Park Mesa Heights, Los Angeles, CA",0.1825
6037220100,"South Los Angeles, Los Angeles, CA",0.1823
6037232500,"South Los Angeles, Los Angeles, CA",0.182
6037241110,"South Los Angeles, Los Angeles, CA",0.1817
6037601303,"Inglewood, CA",0.1816
6037703200,"View Park, View Park-Windsor Hills, CA",0.1806
6037237300,"South Los Angeles, Los Angeles, CA",0.1787
6037243100,"South Los Angeles, Los Angeles, CA",0.1785
6037542103,"Compton, CA",0.1782
6037703100,"View Park, View Park-Windsor Hills, CA",0.1772
6037235201,"Park Mesa Heights, Los Angeles, CA",0.1771
6037241201,"South Los Angeles, Los Angeles, CA",0.177
6037543304,"Carson, CA",0.1758
6037241400,"Harbor, Los Angeles, CA",0.1755
6037219020,"South Los Angeles, Los Angeles, CA",0.1753
6037240800,"South Los Angeles, Los Angeles, CA",0.1748
6037542501,"Compton, CA",0.1748
